
                            < M A T L A B (R) >
                  Copyright 1984-2020 The MathWorks, Inc.
              R2020a Update 2 (9.8.0.1380330) 64-bit (glnxa64)
                                May 5, 2020

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
[Warning: Column headers from the file were modified to make them valid MATLAB
identifiers before creating variable names for the table. The original column
headers are saved in the VariableDescriptions property.
Set 'PreserveVariableNames' to true to use the original column headers as table
variable names.] 
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|      78 |        5460 |       01:19:40 |      100.00% |       76.47% |       0.0022 |       0.5047 |      1.0000e-04 |
|      79 |        5490 |       01:20:02 |      100.00% |       76.47% |       0.0008 |       0.5049 |      1.0000e-04 |
|      79 |        5500 |       01:20:09 |      100.00% |              |       0.0011 |              |      1.0000e-04 |
|      79 |        5520 |       01:20:23 |      100.00% |       76.47% |       0.0009 |       0.5052 |      1.0000e-04 |
|      80 |        5550 |       01:20:45 |      100.00% |       76.47% |       0.0006 |       0.5052 |      1.0000e-04 |
|      80 |        5580 |       01:21:07 |      100.00% |       76.47% |       0.0009 |       0.5058 |      1.0000e-04 |
|      80 |        5600 |       01:21:19 |      100.00% |              |       0.0021 |              |      1.0000e-04 |
|      81 |        5610 |       01:21:26 |      100.00% |       76.47% |       0.0008 |       0.5058 |      1.0000e-04 |
|      81 |        5640 |       01:21:46 |      100.00% |       76.47% |       0.0010 |       0.5060 |      1.0000e-04 |
|      81 |        5650 |       01:21:52 |      100.00% |              |       0.0009 |              |      1.0000e-04 |
|      81 |        5670 |       01:22:05 |      100.00% |       76.47% |       0.0021 |       0.5060 |      1.0000e-04 |
|      82 |        5700 |       01:22:25 |      100.00% |       76.47% |       0.0008 |       0.5062 |      1.0000e-04 |
|      82 |        5730 |       01:22:45 |      100.00% |       76.47% |       0.0008 |       0.5064 |      1.0000e-04 |
|      83 |        5750 |       01:22:57 |      100.00% |              |       0.0007 |              |      1.0000e-04 |
|      83 |        5760 |       01:23:05 |      100.00% |       76.47% |       0.0005 |       0.5065 |      1.0000e-04 |
|      83 |        5790 |       01:23:24 |      100.00% |       76.47% |       0.0008 |       0.5071 |      1.0000e-04 |
|      83 |        5800 |       01:23:31 |      100.00% |              |       0.0008 |              |      1.0000e-04 |
|      84 |        5820 |       01:23:44 |      100.00% |       76.47% |       0.0007 |       0.5070 |      1.0000e-04 |
|      84 |        5850 |       01:24:04 |      100.00% |       76.47% |       0.0010 |       0.5073 |      1.0000e-04 |
|      84 |        5880 |       01:24:24 |      100.00% |       76.47% |       0.0020 |       0.5073 |      1.0000e-04 |
|      85 |        5900 |       01:24:36 |      100.00% |              |       0.0005 |              |      1.0000e-04 |
|      85 |        5910 |       01:24:43 |      100.00% |       76.47% |       0.0008 |       0.5075 |      1.0000e-04 |
|      85 |        5940 |       01:25:03 |      100.00% |       76.47% |       0.0008 |       0.5077 |      1.0000e-04 |
|      85 |        5950 |       01:25:10 |      100.00% |              |       0.0020 |              |      1.0000e-04 |
|      86 |        5970 |       01:25:23 |      100.00% |       76.47% |       0.0005 |       0.5078 |      1.0000e-04 |
|      86 |        6000 |       01:25:43 |      100.00% |       76.47% |       0.0008 |       0.5083 |      1.0000e-04 |
|      87 |        6030 |       01:26:02 |      100.00% |       76.47% |       0.0007 |       0.5083 |      1.0000e-04 |
|      87 |        6050 |       01:26:15 |      100.00% |              |       0.0007 |              |      1.0000e-04 |
|      87 |        6060 |       01:26:22 |      100.00% |       76.47% |       0.0010 |       0.5085 |      1.0000e-04 |
|      87 |        6090 |       01:26:42 |      100.00% |       76.47% |       0.0019 |       0.5086 |      1.0000e-04 |
|      88 |        6100 |       01:26:48 |      100.00% |              |       0.0007 |              |      1.0000e-04 |
|      88 |        6120 |       01:27:01 |      100.00% |       76.47% |       0.0007 |       0.5088 |      1.0000e-04 |
|      88 |        6150 |       01:27:21 |      100.00% |       76.47% |       0.0008 |       0.5090 |      1.0000e-04 |
|      89 |        6180 |       01:27:41 |      100.00% |       76.47% |       0.0005 |       0.5091 |      1.0000e-04 |
|      89 |        6200 |       01:27:54 |      100.00% |              |       0.0009 |              |      1.0000e-04 |
|      89 |        6210 |       01:28:01 |      100.00% |       76.47% |       0.0008 |       0.5096 |      1.0000e-04 |
|      90 |        6240 |       01:28:21 |      100.00% |       76.47% |       0.0007 |       0.5096 |      1.0000e-04 |
|      90 |        6250 |       01:28:27 |      100.00% |              |       0.0005 |              |      1.0000e-04 |
|      90 |        6270 |       01:28:40 |      100.00% |       76.47% |       0.0009 |       0.5098 |      1.0000e-04 |
|      90 |        6300 |       01:29:00 |      100.00% |       76.47% |       0.0019 |       0.5098 |      1.0000e-04 |
|      91 |        6330 |       01:29:20 |      100.00% |       76.47% |       0.0007 |       0.5101 |      1.0000e-04 |
|      91 |        6350 |       01:29:32 |      100.00% |              |       0.0007 |              |      1.0000e-04 |
|      91 |        6360 |       01:29:39 |      100.00% |       76.47% |       0.0007 |       0.5103 |      1.0000e-04 |
|      92 |        6390 |       01:29:59 |      100.00% |       76.47% |       0.0005 |       0.5104 |      1.0000e-04 |
|      92 |        6400 |       01:30:05 |      100.00% |              |       0.0007 |              |      1.0000e-04 |
|      92 |        6420 |       01:30:18 |      100.00% |       76.47% |       0.0007 |       0.5109 |      1.0000e-04 |
|      93 |        6450 |       01:30:39 |      100.00% |       76.47% |       0.0006 |       0.5108 |      1.0000e-04 |
|      93 |        6480 |       01:30:59 |      100.00% |       76.47% |       0.0009 |       0.5111 |      1.0000e-04 |
|      93 |        6500 |       01:31:11 |      100.00% |              |       0.0007 |              |      1.0000e-04 |
|      93 |        6510 |       01:31:19 |      100.00% |       76.47% |       0.0018 |       0.5111 |      1.0000e-04 |
|      94 |        6540 |       01:31:38 |      100.00% |       76.47% |       0.0007 |       0.5113 |      1.0000e-04 |
|      94 |        6550 |       01:31:44 |      100.00% |              |       0.0009 |              |      1.0000e-04 |
|      94 |        6570 |       01:31:58 |      100.00% |       76.47% |       0.0007 |       0.5115 |      1.0000e-04 |
|      95 |        6600 |       01:32:17 |      100.00% |       76.47% |       0.0004 |       0.5116 |      1.0000e-04 |
|      95 |        6630 |       01:32:37 |      100.00% |       76.47% |       0.0007 |       0.5121 |      1.0000e-04 |
|      95 |        6650 |       01:32:49 |      100.00% |              |       0.0017 |              |      1.0000e-04 |
|      96 |        6660 |       01:32:57 |      100.00% |       76.47% |       0.0006 |       0.5121 |      1.0000e-04 |
|      96 |        6690 |       01:33:16 |      100.00% |       76.47% |       0.0008 |       0.5123 |      1.0000e-04 |
|      96 |        6700 |       01:33:22 |      100.00% |              |       0.0007 |              |      1.0000e-04 |
|      96 |        6720 |       01:33:36 |      100.00% |       76.47% |       0.0017 |       0.5123 |      1.0000e-04 |
|      97 |        6750 |       01:33:55 |      100.00% |       76.47% |       0.0006 |       0.5126 |      1.0000e-04 |
|      97 |        6780 |       01:34:14 |      100.00% |       76.47% |       0.0007 |       0.5127 |      1.0000e-04 |
|      98 |        6800 |       01:34:27 |      100.00% |              |       0.0006 |              |      1.0000e-04 |
|      98 |        6810 |       01:34:34 |      100.00% |       76.47% |       0.0004 |       0.5129 |      1.0000e-04 |
|      98 |        6840 |       01:34:54 |      100.00% |       76.47% |       0.0007 |       0.5133 |      1.0000e-04 |
|      98 |        6850 |       01:35:00 |      100.00% |              |       0.0007 |              |      1.0000e-04 |
|      99 |        6870 |       01:35:14 |      100.00% |       76.47% |       0.0006 |       0.5133 |      1.0000e-04 |
|      99 |        6900 |       01:35:33 |      100.00% |       76.47% |       0.0008 |       0.5135 |      1.0000e-04 |
|      99 |        6930 |       01:35:54 |      100.00% |       76.47% |       0.0017 |       0.5136 |      1.0000e-04 |
|     100 |        6950 |       01:36:06 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     100 |        6960 |       01:36:13 |      100.00% |       76.47% |       0.0006 |       0.5138 |      1.0000e-04 |
|     100 |        6990 |       01:36:33 |      100.00% |       76.47% |       0.0006 |       0.5139 |      1.0000e-04 |
|     100 |        7000 |       01:36:39 |      100.00% |              |       0.0016 |              |      1.0000e-04 |
|     101 |        7020 |       01:36:52 |      100.00% |       76.47% |       0.0004 |       0.5141 |      1.0000e-04 |
|     101 |        7050 |       01:37:12 |      100.00% |       76.47% |       0.0006 |       0.5145 |      1.0000e-04 |
|     102 |        7080 |       01:37:32 |      100.00% |       76.47% |       0.0006 |       0.5145 |      1.0000e-04 |
|     102 |        7100 |       01:37:44 |      100.00% |              |       0.0006 |              |      1.0000e-04 |
|     102 |        7110 |       01:37:51 |      100.00% |       76.47% |       0.0008 |       0.5147 |      1.0000e-04 |
|     102 |        7140 |       01:38:11 |      100.00% |       76.47% |       0.0016 |       0.5147 |      1.0000e-04 |
|     103 |        7150 |       01:38:17 |      100.00% |              |       0.0006 |              |      1.0000e-04 |
|     103 |        7170 |       01:38:30 |      100.00% |       76.47% |       0.0006 |       0.5150 |      1.0000e-04 |
|     103 |        7200 |       01:38:50 |      100.00% |       76.47% |       0.0006 |       0.5151 |      1.0000e-04 |
|     104 |        7230 |       01:39:09 |      100.00% |       76.47% |       0.0004 |       0.5153 |      1.0000e-04 |
|     104 |        7250 |       01:39:21 |      100.00% |              |       0.0008 |              |      1.0000e-04 |
|     104 |        7260 |       01:39:29 |      100.00% |       76.47% |       0.0006 |       0.5157 |      1.0000e-04 |
|     105 |        7290 |       01:39:48 |      100.00% |       76.47% |       0.0005 |       0.5156 |      1.0000e-04 |
|     105 |        7300 |       01:39:54 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     105 |        7320 |       01:40:08 |      100.00% |       76.47% |       0.0007 |       0.5159 |      1.0000e-04 |
|     105 |        7350 |       01:40:27 |      100.00% |       76.47% |       0.0016 |       0.5159 |      1.0000e-04 |
|     106 |        7380 |       01:40:47 |      100.00% |       76.47% |       0.0006 |       0.5161 |      1.0000e-04 |
|     106 |        7400 |       01:40:59 |      100.00% |              |       0.0006 |              |      1.0000e-04 |
|     106 |        7410 |       01:41:06 |      100.00% |       76.47% |       0.0006 |       0.5163 |      1.0000e-04 |
|     107 |        7440 |       01:41:26 |      100.00% |       76.47% |       0.0004 |       0.5164 |      1.0000e-04 |
|     107 |        7450 |       01:41:32 |      100.00% |              |       0.0006 |              |      1.0000e-04 |
|     107 |        7470 |       01:41:45 |      100.00% |       76.47% |       0.0006 |       0.5168 |      1.0000e-04 |
|     108 |        7500 |       01:42:05 |      100.00% |       76.47% |       0.0005 |       0.5168 |      1.0000e-04 |
|     108 |        7530 |       01:42:24 |      100.00% |       76.47% |       0.0007 |       0.5170 |      1.0000e-04 |
|     108 |        7550 |       01:42:36 |      100.00% |              |       0.0006 |              |      1.0000e-04 |
|     108 |        7560 |       01:42:43 |      100.00% |       76.47% |       0.0015 |       0.5170 |      1.0000e-04 |
|     109 |        7590 |       01:43:03 |      100.00% |       76.47% |       0.0006 |       0.5173 |      1.0000e-04 |
|     109 |        7600 |       01:43:09 |      100.00% |              |       0.0007 |              |      1.0000e-04 |
|     109 |        7620 |       01:43:22 |      100.00% |       76.47% |       0.0006 |       0.5174 |      1.0000e-04 |
|     110 |        7650 |       01:43:42 |      100.00% |       76.47% |       0.0004 |       0.5176 |      1.0000e-04 |
|     110 |        7680 |       01:44:01 |      100.00% |       76.47% |       0.0006 |       0.5179 |      1.0000e-04 |
|     110 |        7700 |       01:44:14 |      100.00% |              |       0.0015 |              |      1.0000e-04 |
|     111 |        7710 |       01:44:21 |      100.00% |       76.47% |       0.0005 |       0.5179 |      1.0000e-04 |
|     111 |        7740 |       01:44:40 |      100.00% |       76.47% |       0.0007 |       0.5181 |      1.0000e-04 |
|     111 |        7750 |       01:44:46 |      100.00% |              |       0.0006 |              |      1.0000e-04 |
|     111 |        7770 |       01:45:00 |      100.00% |       76.47% |       0.0015 |       0.5182 |      1.0000e-04 |
|     112 |        7800 |       01:45:19 |      100.00% |       76.47% |       0.0005 |       0.5184 |      1.0000e-04 |
|     112 |        7830 |       01:45:39 |      100.00% |       76.47% |       0.0006 |       0.5185 |      1.0000e-04 |
|     113 |        7850 |       01:45:51 |      100.00% |              |       0.0005 |              |      1.0000e-04 |
|     113 |        7860 |       01:45:58 |      100.00% |       76.47% |       0.0003 |       0.5187 |      1.0000e-04 |
|     113 |        7890 |       01:46:17 |      100.00% |       76.47% |       0.0006 |       0.5190 |      1.0000e-04 |
|     113 |        7900 |       01:46:24 |      100.00% |              |       0.0006 |              |      1.0000e-04 |
|     114 |        7920 |       01:46:37 |      100.00% |       76.47% |       0.0005 |       0.5190 |      1.0000e-04 |
|     114 |        7950 |       01:46:57 |      100.00% |       76.47% |       0.0007 |       0.5192 |      1.0000e-04 |
|     114 |        7980 |       01:47:16 |      100.00% |       76.47% |       0.0014 |       0.5193 |      1.0000e-04 |
|     115 |        8000 |       01:47:29 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     115 |        8010 |       01:47:36 |      100.00% |       76.47% |       0.0005 |       0.5195 |      1.0000e-04 |
|     115 |        8040 |       01:47:56 |      100.00% |       76.47% |       0.0005 |       0.5196 |      1.0000e-04 |
|     115 |        8050 |       01:48:02 |      100.00% |              |       0.0014 |              |      1.0000e-04 |
|     116 |        8070 |       01:48:15 |      100.00% |       76.47% |       0.0003 |       0.5198 |      1.0000e-04 |
|     116 |        8100 |       01:48:35 |      100.00% |       76.47% |       0.0005 |       0.5201 |      1.0000e-04 |
|     117 |        8130 |       01:48:54 |      100.00% |       76.47% |       0.0005 |       0.5201 |      1.0000e-04 |
|     117 |        8150 |       01:49:06 |      100.00% |              |       0.0005 |              |      1.0000e-04 |
|     117 |        8160 |       01:49:13 |      100.00% |       76.47% |       0.0006 |       0.5203 |      1.0000e-04 |
|     117 |        8190 |       01:49:33 |      100.00% |       76.47% |       0.0014 |       0.5204 |      1.0000e-04 |
|     118 |        8200 |       01:49:39 |      100.00% |              |       0.0005 |              |      1.0000e-04 |
|     118 |        8220 |       01:49:52 |      100.00% |       76.47% |       0.0005 |       0.5206 |      1.0000e-04 |
|     118 |        8250 |       01:50:12 |      100.00% |       76.47% |       0.0005 |       0.5207 |      1.0000e-04 |
|     119 |        8280 |       01:50:31 |      100.00% |       76.47% |       0.0003 |       0.5209 |      1.0000e-04 |
|     119 |        8300 |       01:50:43 |      100.00% |              |       0.0006 |              |      1.0000e-04 |
|     119 |        8310 |       01:50:50 |      100.00% |       76.47% |       0.0005 |       0.5212 |      1.0000e-04 |
|     120 |        8340 |       01:51:10 |      100.00% |       76.47% |       0.0004 |       0.5212 |      1.0000e-04 |
|     120 |        8350 |       01:51:16 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     120 |        8370 |       01:51:29 |      100.00% |       76.47% |       0.0006 |       0.5214 |      1.0000e-04 |
|     120 |        8400 |       01:51:49 |      100.00% |       76.47% |       0.0013 |       0.5215 |      1.0000e-04 |
|     121 |        8430 |       01:52:08 |      100.00% |       76.47% |       0.0005 |       0.5217 |      1.0000e-04 |
|     121 |        8450 |       01:52:20 |      100.00% |              |       0.0005 |              |      1.0000e-04 |
|     121 |        8460 |       01:52:28 |      100.00% |       76.47% |       0.0005 |       0.5218 |      1.0000e-04 |
|     122 |        8490 |       01:52:47 |      100.00% |       76.47% |       0.0003 |       0.5219 |      1.0000e-04 |
|     122 |        8500 |       01:52:53 |      100.00% |              |       0.0005 |              |      1.0000e-04 |
|     122 |        8520 |       01:53:07 |      100.00% |       76.47% |       0.0005 |       0.5223 |      1.0000e-04 |
|     123 |        8550 |       01:53:26 |      100.00% |       76.47% |       0.0004 |       0.5223 |      1.0000e-04 |
|     123 |        8580 |       01:53:46 |      100.00% |       76.47% |       0.0006 |       0.5225 |      1.0000e-04 |
|     123 |        8600 |       01:53:58 |      100.00% |              |       0.0005 |              |      1.0000e-04 |
|     123 |        8610 |       01:54:05 |      100.00% |       76.47% |       0.0013 |       0.5225 |      1.0000e-04 |
|     124 |        8640 |       01:54:25 |      100.00% |       76.47% |       0.0005 |       0.5227 |      1.0000e-04 |
|     124 |        8650 |       01:54:31 |      100.00% |              |       0.0006 |              |      1.0000e-04 |
|     124 |        8670 |       01:54:44 |      100.00% |       76.47% |       0.0005 |       0.5229 |      1.0000e-04 |
|     125 |        8700 |       01:55:04 |      100.00% |       76.47% |       0.0003 |       0.5230 |      1.0000e-04 |
|     125 |        8730 |       01:55:23 |      100.00% |       76.47% |       0.0005 |       0.5234 |      1.0000e-04 |
|     125 |        8750 |       01:55:36 |      100.00% |              |       0.0013 |              |      1.0000e-04 |
|     126 |        8760 |       01:55:44 |      100.00% |       76.47% |       0.0004 |       0.5234 |      1.0000e-04 |
|     126 |        8790 |       01:56:05 |      100.00% |       76.47% |       0.0006 |       0.5236 |      1.0000e-04 |
|     126 |        8800 |       01:56:12 |      100.00% |              |       0.0005 |              |      1.0000e-04 |
|     126 |        8820 |       01:56:27 |      100.00% |       76.47% |       0.0013 |       0.5236 |      1.0000e-04 |
|     127 |        8850 |       01:56:48 |      100.00% |       76.47% |       0.0005 |       0.5238 |      1.0000e-04 |
|     127 |        8880 |       01:57:08 |      100.00% |       76.47% |       0.0005 |       0.5239 |      1.0000e-04 |
|     128 |        8900 |       01:57:21 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     128 |        8910 |       01:57:28 |      100.00% |       76.47% |       0.0003 |       0.5241 |      1.0000e-04 |
|     128 |        8940 |       01:57:47 |      100.00% |       76.47% |       0.0005 |       0.5244 |      1.0000e-04 |
|     128 |        8950 |       01:57:53 |      100.00% |              |       0.0005 |              |      1.0000e-04 |
|     129 |        8970 |       01:58:07 |      100.00% |       76.47% |       0.0004 |       0.5244 |      1.0000e-04 |
|     129 |        9000 |       01:58:26 |      100.00% |       76.47% |       0.0006 |       0.5246 |      1.0000e-04 |
|     129 |        9030 |       01:58:46 |      100.00% |       76.47% |       0.0012 |       0.5246 |      1.0000e-04 |
|     130 |        9050 |       01:58:58 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     130 |        9060 |       01:59:05 |      100.00% |       76.47% |       0.0004 |       0.5248 |      1.0000e-04 |
|     130 |        9090 |       01:59:25 |      100.00% |       76.47% |       0.0005 |       0.5249 |      1.0000e-04 |
|     130 |        9100 |       01:59:31 |      100.00% |              |       0.0012 |              |      1.0000e-04 |
|     131 |        9120 |       01:59:45 |      100.00% |       76.47% |       0.0003 |       0.5251 |      1.0000e-04 |
|     131 |        9150 |       02:00:04 |      100.00% |       76.47% |       0.0005 |       0.5254 |      1.0000e-04 |
|     132 |        9180 |       02:00:24 |      100.00% |       76.47% |       0.0004 |       0.5254 |      1.0000e-04 |
|     132 |        9200 |       02:00:36 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     132 |        9210 |       02:00:43 |      100.00% |       76.47% |       0.0006 |       0.5256 |      1.0000e-04 |
|     132 |        9240 |       02:01:03 |      100.00% |       76.47% |       0.0012 |       0.5256 |      1.0000e-04 |
|     133 |        9250 |       02:01:09 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     133 |        9270 |       02:01:22 |      100.00% |       76.47% |       0.0004 |       0.5258 |      1.0000e-04 |
|     133 |        9300 |       02:01:42 |      100.00% |       76.47% |       0.0005 |       0.5259 |      1.0000e-04 |
|     134 |        9330 |       02:02:01 |      100.00% |       76.47% |       0.0003 |       0.5261 |      1.0000e-04 |
|     134 |        9350 |       02:02:14 |      100.00% |              |       0.0005 |              |      1.0000e-04 |
|     134 |        9360 |       02:02:21 |      100.00% |       76.47% |       0.0005 |       0.5264 |      1.0000e-04 |
|     135 |        9390 |       02:02:40 |      100.00% |       76.47% |       0.0004 |       0.5264 |      1.0000e-04 |
|     135 |        9400 |       02:02:46 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     135 |        9420 |       02:02:59 |      100.00% |       76.47% |       0.0005 |       0.5266 |      1.0000e-04 |
|     135 |        9450 |       02:03:19 |      100.00% |       76.47% |       0.0012 |       0.5266 |      1.0000e-04 |
|     136 |        9480 |       02:03:39 |      100.00% |       76.47% |       0.0004 |       0.5268 |      1.0000e-04 |
|     136 |        9500 |       02:03:53 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     136 |        9510 |       02:04:01 |      100.00% |       76.47% |       0.0004 |       0.5269 |      1.0000e-04 |
|     137 |        9540 |       02:04:22 |      100.00% |       76.47% |       0.0003 |       0.5271 |      1.0000e-04 |
|     137 |        9550 |       02:04:29 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     137 |        9570 |       02:04:43 |      100.00% |       76.47% |       0.0004 |       0.5274 |      1.0000e-04 |
|     138 |        9600 |       02:05:05 |      100.00% |       76.47% |       0.0004 |       0.5274 |      1.0000e-04 |
|     138 |        9630 |       02:05:26 |      100.00% |       76.47% |       0.0005 |       0.5276 |      1.0000e-04 |
|     138 |        9650 |       02:05:40 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     138 |        9660 |       02:05:47 |      100.00% |       76.47% |       0.0011 |       0.5276 |      1.0000e-04 |
|     139 |        9690 |       02:06:07 |      100.00% |       76.47% |       0.0004 |       0.5278 |      1.0000e-04 |
|     139 |        9700 |       02:06:13 |      100.00% |              |       0.0005 |              |      1.0000e-04 |
|     139 |        9720 |       02:06:26 |      100.00% |       76.47% |       0.0004 |       0.5279 |      1.0000e-04 |
|     140 |        9750 |       02:06:46 |      100.00% |       76.47% |       0.0003 |       0.5281 |      1.0000e-04 |
|     140 |        9780 |       02:07:05 |      100.00% |       76.47% |       0.0004 |       0.5284 |      1.0000e-04 |
|     140 |        9800 |       02:07:18 |      100.00% |              |       0.0011 |              |      1.0000e-04 |
|     141 |        9810 |       02:07:25 |      100.00% |       76.47% |       0.0004 |       0.5284 |      1.0000e-04 |
|     141 |        9840 |       02:07:44 |      100.00% |       76.47% |       0.0005 |       0.5286 |      1.0000e-04 |
|     141 |        9850 |       02:07:50 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     141 |        9870 |       02:08:04 |      100.00% |       76.47% |       0.0011 |       0.5286 |      1.0000e-04 |
|     142 |        9900 |       02:08:23 |      100.00% |       76.47% |       0.0004 |       0.5288 |      1.0000e-04 |
|     142 |        9930 |       02:08:42 |      100.00% |       76.47% |       0.0004 |       0.5289 |      1.0000e-04 |
|     143 |        9950 |       02:08:55 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     143 |        9960 |       02:09:02 |      100.00% |       76.47% |       0.0002 |       0.5290 |      1.0000e-04 |
|     143 |        9990 |       02:09:21 |      100.00% |       76.47% |       0.0004 |       0.5293 |      1.0000e-04 |
|     143 |       10000 |       02:09:27 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     144 |       10020 |       02:09:41 |      100.00% |       76.47% |       0.0004 |       0.5293 |      1.0000e-04 |
|     144 |       10050 |       02:10:00 |      100.00% |       76.47% |       0.0005 |       0.5295 |      1.0000e-04 |
|     144 |       10080 |       02:10:19 |      100.00% |       76.47% |       0.0011 |       0.5295 |      1.0000e-04 |
|     145 |       10100 |       02:10:32 |      100.00% |              |       0.0002 |              |      1.0000e-04 |
|     145 |       10110 |       02:10:39 |      100.00% |       76.47% |       0.0004 |       0.5297 |      1.0000e-04 |
|     145 |       10140 |       02:10:58 |      100.00% |       76.47% |       0.0004 |       0.5298 |      1.0000e-04 |
|     145 |       10150 |       02:11:04 |      100.00% |              |       0.0011 |              |      1.0000e-04 |
|     146 |       10170 |       02:11:18 |      100.00% |       76.47% |       0.0002 |       0.5299 |      1.0000e-04 |
|     146 |       10200 |       02:11:37 |      100.00% |       76.47% |       0.0004 |       0.5302 |      1.0000e-04 |
|     147 |       10230 |       02:11:57 |      100.00% |       76.47% |       0.0003 |       0.5303 |      1.0000e-04 |
|     147 |       10250 |       02:12:09 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     147 |       10260 |       02:12:16 |      100.00% |       76.47% |       0.0005 |       0.5304 |      1.0000e-04 |
|     147 |       10290 |       02:12:35 |      100.00% |       76.47% |       0.0011 |       0.5305 |      1.0000e-04 |
|     148 |       10300 |       02:12:41 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     148 |       10320 |       02:12:56 |      100.00% |       76.47% |       0.0004 |       0.5307 |      1.0000e-04 |
|     148 |       10350 |       02:13:18 |      100.00% |       76.47% |       0.0004 |       0.5307 |      1.0000e-04 |
|     149 |       10380 |       02:13:39 |      100.00% |       76.47% |       0.0002 |       0.5309 |      1.0000e-04 |
|     149 |       10400 |       02:13:52 |      100.00% |              |       0.0005 |              |      1.0000e-04 |
|     149 |       10410 |       02:13:59 |      100.00% |       76.47% |       0.0004 |       0.5312 |      1.0000e-04 |
|     150 |       10440 |       02:14:18 |      100.00% |       76.47% |       0.0003 |       0.5312 |      1.0000e-04 |
|     150 |       10450 |       02:14:25 |      100.00% |              |       0.0002 |              |      1.0000e-04 |
|     150 |       10470 |       02:14:38 |      100.00% |       76.47% |       0.0005 |       0.5313 |      1.0000e-04 |
|     150 |       10500 |       02:14:57 |      100.00% |       76.47% |       0.0010 |       0.5314 |      1.0000e-04 |
|     151 |       10530 |       02:15:17 |      100.00% |       76.47% |       0.0004 |       0.5316 |      1.0000e-04 |
|     151 |       10550 |       02:15:29 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     151 |       10560 |       02:15:37 |      100.00% |       76.47% |       0.0004 |       0.5316 |      1.0000e-04 |
|     152 |       10590 |       02:15:56 |      100.00% |       76.47% |       0.0002 |       0.5318 |      1.0000e-04 |
|     152 |       10600 |       02:16:02 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     152 |       10620 |       02:16:16 |      100.00% |       76.47% |       0.0004 |       0.5321 |      1.0000e-04 |
|     153 |       10650 |       02:16:35 |      100.00% |       76.47% |       0.0003 |       0.5321 |      1.0000e-04 |
|     153 |       10680 |       02:16:55 |      100.00% |       76.47% |       0.0005 |       0.5322 |      1.0000e-04 |
|     153 |       10700 |       02:17:07 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     153 |       10710 |       02:17:14 |      100.00% |       76.47% |       0.0010 |       0.5323 |      1.0000e-04 |
|     154 |       10740 |       02:17:34 |      100.00% |       76.47% |       0.0004 |       0.5324 |      1.0000e-04 |
|     154 |       10750 |       02:17:40 |      100.00% |              |       0.0005 |              |      1.0000e-04 |
|     154 |       10770 |       02:17:54 |      100.00% |       76.47% |       0.0004 |       0.5325 |      1.0000e-04 |
|     155 |       10800 |       02:18:13 |      100.00% |       76.47% |       0.0002 |       0.5327 |      1.0000e-04 |
|     155 |       10830 |       02:18:33 |      100.00% |       76.47% |       0.0004 |       0.5329 |      1.0000e-04 |
|     155 |       10850 |       02:18:45 |      100.00% |              |       0.0010 |              |      1.0000e-04 |
|     156 |       10860 |       02:18:52 |      100.00% |       76.47% |       0.0003 |       0.5329 |      1.0000e-04 |
|     156 |       10890 |       02:19:12 |      100.00% |       76.47% |       0.0004 |       0.5331 |      1.0000e-04 |
|     156 |       10900 |       02:19:18 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     156 |       10920 |       02:19:31 |      100.00% |       76.47% |       0.0010 |       0.5331 |      1.0000e-04 |
|     157 |       10950 |       02:19:51 |      100.00% |       76.47% |       0.0003 |       0.5333 |      1.0000e-04 |
|     157 |       10980 |       02:20:10 |      100.00% |       76.47% |       0.0004 |       0.5334 |      1.0000e-04 |
|     158 |       11000 |       02:20:23 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     158 |       11010 |       02:20:30 |      100.00% |       76.47% |       0.0002 |       0.5335 |      1.0000e-04 |
|     158 |       11040 |       02:20:50 |      100.00% |       76.47% |       0.0004 |       0.5338 |      1.0000e-04 |
